,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
222,Generic Congressional Vote,Gallup,"Republicans 46, Democrats 46",Tie,2010-05-10,2010
223,Florida Governor - McCollum vs. Sink,Mason-Dixon,"McCollum 45, Sink 36",McCollum +9,2010-05-10,2010
224,Pennsylvania Governor - Democratic Primary,Rasmussen Reports,"Onorato 34, Wagner 17, Williams 17, Hoeffel 9",Onorato +17,2010-05-10,2010
225,Florida Governor - Republican Primary,Mason-Dixon,"McCollum 38, Scott 24, Dockery 7",McCollum +14,2010-05-10,2010
226,Florida Governor - Scott vs. Sink,Mason-Dixon,"Sink 38, Scott 36",Sink +2,2010-05-10,2010
227,North Carolina Senate - Burr vs. Marshall,PPP (D),"Burr 43, Marshall 42",Burr +1,2010-05-11,2010
228,Obama and Democrats' Health Care Plan,Rasmussen Reports*,"For/Favor 37, Against/Oppose 56",Against/Oppose +19,2010-05-11,2010
229,California Senate - Republican Primary,SurveyUSA,"Fiorina 24, Campbell 35, DeVore 15",Campbell +11,2010-05-11,2010
230,California Governor - Republican Primary,SurveyUSA,"Whitman 39, Poizner 37",Whitman +2,2010-05-11,2010
231,Oregon Governor - Republican Primary,SurveyUSA,"Dudley 42, Alley 24",Dudley +18,2010-05-11,2010
232,President Obama Job Approval,Pew Research,"Approve 47, Disapprove 42",Approve +5,2010-05-11,2010
233,Obama and Democrats' Health Care Plan,PPP (D),"For/Favor 43, Against/Oppose 49",Against/Oppose +6,2010-05-11,2010
234,Pennsylvania Senate - Specter vs. Toomey,Rasmussen Reports,"Toomey 50, Specter 38",Toomey +12,2010-05-11,2010
235,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 42, Sestak 40",Toomey +2,2010-05-11,2010
236,New York Senate - DioGuardi vs. Gillibrand,Marist,"Gillibrand 50, DioGuardi 30",Gillibrand +20,2010-05-11,2010
237,New York Senate - Blakeman vs. Gillibrand,Marist,"Gillibrand 52, Blakeman 28",Gillibrand +24,2010-05-11,2010
238,North Carolina Senate - Burr vs. Cunningham,PPP (D),"Burr 44, Cunningham 39",Burr +5,2010-05-11,2010
239,New York Governor - Lazio vs. Cuomo,Marist,"Cuomo 65, Lazio 25",Cuomo +40,2010-05-11,2010
240,New York Governor - Levy vs. Cuomo,Marist,"Cuomo 63, Levy 25",Cuomo +38,2010-05-11,2010
241,New York Governor - Republican Primary,Marist,"Lazio 38, Levy 22, Paladino 13",Lazio +16,2010-05-11,2010
242,New York Senate - Republican Primary,Marist,"DioGuardi 31, Blakeman 13, Malpass 12",DioGuardi +18,2010-05-11,2010
243,California Senate - Republican Primary,SurveyUSA,"Campbell 35, Fiorina 24, DeVore 15",Campbell +11,2010-05-11,2010
244,New York Senate - Malpass vs. Gillibrand,Marist,"Gillibrand 52, Malpass 28",Gillibrand +24,2010-05-11,2010
245,Pennsylvania Senate - Democratic Primary,Quinnipiac,"Sestak 42, Specter 44",Specter +2,2010-05-12,2010
246,Pennsylvania Governor - Democratic Primary,Quinnipiac,"Onorato 38, Wagner 11, Williams 10, Hoeffel 9",Onorato +27,2010-05-12,2010
247,North Carolina Senate - Dem Runoff (6/22),PPP (D),"Marshall 36, Cunningham 36",Tie,2010-05-12,2010
248,Massachusetts Governor - Baker vs. Patrick vs. Cahill,Rasmussen Reports,"Patrick 45, Baker 31, Cahill 14",Patrick +14,2010-05-12,2010
249,Pennsylvania 12th District Special Election - Burns vs. Critz,Susquehanna,"Critz 44, Burns 38",Critz +6,2010-05-12,2010
250,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 34, Wrong Track 56",Wrong Track +22,2010-05-12,2010
251,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 50, Disapprove 44",Approve +6,2010-05-12,2010
252,Congressional Job Approval,NBC News/Wall St. Jrnl,"Approve 21, Disapprove 72",Disapprove +51,2010-05-12,2010
253,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 64",Wrong Track +34,2010-05-12,2010
254,Pennsylvania Senate - Specter vs. Toomey,Franklin & Marshall,"Toomey 35, Specter 33",Toomey +2,2010-05-12,2010
255,Pennsylvania Senate - Democratic Primary,Franklin & Marshall,"Sestak 38, Specter 36",Sestak +2,2010-05-12,2010
256,Pennsylvania Governor - Democratic Primary,Franklin & Marshall,"Onorato 27, Wagner 5, Williams 5, Hoeffel 4",Onorato +22,2010-05-12,2010
257,Alaska Governor - Parnell vs. Berkowitz,Rasmussen Reports,"Parnell 58, Berkowitz 30",Parnell +28,2010-05-12,2010
258,Alaska Governor - Parnell vs. French,Rasmussen Reports,"Parnell 62, French 24",Parnell +38,2010-05-12,2010
259,Generic Congressional Vote,FOX News,"Republicans 42, Democrats 40",Republicans +2,2010-05-12,2010
260,Pennsylvania 12th District Special Election - Burns vs. Critz,Susquehanna,"Burns 38, Critz 44",Critz +6,2010-05-12,2010
261,Pennsylvania Senate - Sestak vs. Toomey,Franklin & Marshall,"Toomey 29, Sestak 28",Toomey +1,2010-05-12,2010
262,Kentucky Senate - Grayson vs. Mongiardo,R2000/Daily Kos (D),"Grayson 42, Mongiardo 36",Grayson +6,2010-05-13,2010
263,Kentucky Senate - Paul vs. Mongiardo,R2000/Daily Kos (D),"Paul 43, Mongiardo 38",Paul +5,2010-05-13,2010
264,Kentucky Senate - Grayson vs. Conway,R2000/Daily Kos (D),"Grayson 43, Conway 35",Grayson +8,2010-05-13,2010
265,Kentucky Senate - Paul vs. Conway,R2000/Daily Kos (D),"Paul 42, Conway 39",Paul +3,2010-05-13,2010
266,Kentucky Senate - Republican Primary,R2000/Daily Kos (D),"Paul 45, Grayson 35",Paul +10,2010-05-13,2010
267,Arkansas Senate - Boozman vs. Halter,R2000/Daily Kos (D),"Boozman 50, Halter 41",Boozman +9,2010-05-13,2010
268,Arkansas Senate - Republican Primary,R2000/Daily Kos (D),"Boozman 46, Holt 19, Baker 12",Boozman +27,2010-05-13,2010
269,Arkansas Senate - Boozman vs. Lincoln,R2000/Daily Kos (D),"Boozman 54, Lincoln 40",Boozman +14,2010-05-13,2010
270,Arkansas Senate - Democratic Primary,R2000/Daily Kos (D),"Lincoln 46, Halter 37",Lincoln +9,2010-05-13,2010
271,Pennsylvania Governor - Democratic Primary,Suffolk,"Onorato 46, Wagner 9, Williams 13, Hoeffel 8",Onorato +33,2010-05-13,2010
272,Pennsylvania Senate - Democratic Primary,Suffolk,"Sestak 49, Specter 40",Sestak +9,2010-05-13,2010
273,Kentucky Senate - Republican Primary,SurveyUSA,"Paul 49, Grayson 33",Paul +16,2010-05-13,2010
274,Kentucky Senate - Democratic Primary,R2000/Daily Kos (D),"Conway 36, Mongiardo 39",Mongiardo +3,2010-05-13,2010
275,Kentucky Senate - Democratic Primary,SurveyUSA,"Conway 37, Mongiardo 38",Mongiardo +1,2010-05-13,2010
276,Pennsylvania Governor - Corbett vs. Onorato,Quinnipiac,"Corbett 43, Onorato 37",Corbett +6,2010-05-13,2010
277,Nevada Senate - Republican Primary,LVRJ/Mason-Dixon,"Lowden 30, Angle 25, Tarkanian 22",Lowden +5,2010-05-13,2010
278,Kentucky Senate - Democratic Primary,SurveyUSA,"Mongiardo 38, Conway 37",Mongiardo +1,2010-05-13,2010
279,Kentucky Senate - Democratic Primary,R2000/Daily Kos (D),"Mongiardo 39, Conway 36",Mongiardo +3,2010-05-13,2010
280,Colorado Governor - McInnis vs. Hickenlooper,Rasmussen Reports,"Hickenlooper 41, McInnis 47",McInnis +6,2010-05-13,2010
281,Oregon Governor - Republican Primary,Portland Tribune,"Dudley 33, Alley 23",Dudley +10,2010-05-13,2010
282,Pennsylvania Senate - Specter vs. Toomey,Quinnipiac,"Toomey 47, Specter 40",Toomey +7,2010-05-13,2010
283,Colorado Governor - McInnis vs. Hickenlooper,Rasmussen Reports,"McInnis 47, Hickenlooper 41",McInnis +6,2010-05-13,2010
284,Kansas Senate - Tiahrt vs. Haley,Rasmussen Reports,"Tiahrt 58, Haley 27",Tiahrt +31,2010-05-13,2010
285,Kansas Senate - Moran vs. Haley,Rasmussen Reports,"Moran 60, Haley 25",Moran +35,2010-05-13,2010
286,Kansas Governor - Brownback vs. Holland,Rasmussen Reports,"Brownback 58, Holland 27",Brownback +31,2010-05-13,2010
287,New Hampshire Senate - Ayotte vs. Hodes,Rasmussen Reports,"Ayotte 50, Hodes 38",Ayotte +12,2010-05-13,2010
288,Pennsylvania Senate - Sestak vs. Toomey,Quinnipiac,"Toomey 42, Sestak 40",Toomey +2,2010-05-13,2010
289,Pennsylvania Senate - Democratic Primary,R2000/Daily Kos (D),"Sestak 45, Specter 43",Sestak +2,2010-05-14,2010
290,Direction of Country,R2000/Daily Kos (D),"Right Direction 43, Wrong Track 54",Wrong Track +11,2010-05-14,2010
291,California Senate - Boxer vs. Fiorina,Rasmussen Reports,"Boxer 45, Fiorina 38",Boxer +7,2010-05-14,2010
292,California Senate - Boxer vs. DeVore,Rasmussen Reports,"Boxer 46, DeVore 40",Boxer +6,2010-05-14,2010
293,California Senate - Boxer vs. Campbell,Rasmussen Reports,"Boxer 42, Campbell 41",Boxer +1,2010-05-14,2010
294,Congressional Job Approval,Gallup,"Approve 21, Disapprove 75",Disapprove +54,2010-05-14,2010
295,Pennsylvania Senate - Sestak vs. Toomey,R2000/Daily Kos (D),"Toomey 45, Sestak 40",Toomey +5,2010-05-14,2010
296,Nevada Governor - Republican Primary,LVRJ/Mason-Dixon,"Sandoval 45, Gibbons 27",Sandoval +18,2010-05-14,2010
297,Idaho Governor - Otter vs. Allred,Rasmussen Reports,"Otter 54, Allred 32",Otter +22,2010-05-14,2010
298,Idaho Senate - Crapo vs. Sullivan,Rasmussen Reports,"Crapo 66, Sullivan 22",Crapo +44,2010-05-14,2010
299,Pennsylvania Senate - Specter vs. Toomey,R2000/Daily Kos (D),"Toomey 49, Specter 41",Toomey +8,2010-05-14,2010
300,President Obama Job Approval,Gallup,"Approve 51, Disapprove 42",Approve +9,2010-05-15,2010
301,Direction of Country,Associated Press/GfK,"Right Direction 35, Wrong Track 59",Wrong Track +24,2010-05-15,2010
302,President Obama Job Approval,Associated Press/GfK,"Approve 49, Disapprove 50",Disapprove +1,2010-05-15,2010
303,President Obama Job Approval,Rasmussen Reports,"Approve 48, Disapprove 52",Disapprove +4,2010-05-15,2010
304,Pennsylvania Senate - Democratic Primary,Morning Call Tracking,"Sestak 43, Specter 44",Specter +1,2010-05-15,2010
305,Congressional Job Approval,Associated Press/GfK,"Approve 28, Disapprove 71",Disapprove +43,2010-05-15,2010
306,Pennsylvania Senate - Democratic Primary,Morning Call Tracking,"Sestak 44, Specter 44",Tie,2010-05-16,2010
307,Pennsylvania Governor - Democratic Primary,Morning Call Tracking,"Onorato 39, Wagner 10, Williams 15, Hoeffel 9",Onorato +24,2010-05-16,2010
308,Pennsylvania Senate - Democratic Primary,Quinnipiac,"Sestak 42, Specter 41",Sestak +1,2010-05-17,2010
309,Pennsylvania 12th District Special Election - Burns vs. Critz,PPP (D),"Critz 47, Burns 48",Burns +1,2010-05-17,2010
310,Kentucky Senate - Republican Primary,PPP (D),"Paul 52, Grayson 34",Paul +18,2010-05-17,2010
311,Pennsylvania Governor - Democratic Primary,Quinnipiac,"Onorato 39, Wagner 10, Williams 11, Hoeffel 9",Onorato +28,2010-05-17,2010
312,Florida Senate - Rubio vs. Meek vs. Crist,Rasmussen Reports,"Crist 31, Rubio 39, Meek 18",Rubio +8,2010-05-17,2010
313,Direction of Country,Ipsos-McClatchy,"Right Direction 34, Wrong Track 60",Wrong Track +26,2010-05-17,2010
314,Generic Congressional Vote,Gallup,"Republicans 46, Democrats 45",Republicans +1,2010-05-17,2010
315,Generic Congressional Vote,Ipsos-McClatchy,"Republicans 42, Democrats 45",Democrats +3,2010-05-17,2010
316,President Obama Job Approval,Ipsos/McClatchy,"Approve 52, Disapprove 43",Approve +9,2010-05-17,2010
317,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 38",Republicans +5,2010-05-17,2010
318,Obama and Democrats' Health Care Plan,Rasmussen Reports*,"For/Favor 39, Against/Oppose 56",Against/Oppose +17,2010-05-17,2010
319,Texas Governor - Perry vs. White,Rasmussen Reports,"Perry 51, White 38",Perry +13,2010-05-17,2010
320,New York Senate - Blakeman vs. Gillibrand,Rasmussen Reports,"Gillibrand 51, Blakeman 31",Gillibrand +20,2010-05-18,2010
321,New York Senate - DioGuardi vs. Gillibrand,Rasmussen Reports,"Gillibrand 51, DioGuardi 28",Gillibrand +23,2010-05-18,2010
322,California Senate - Republican Primary,M4 Strategies (R),"Fiorina 28, Campbell 33, DeVore 15",Campbell +5,2010-05-18,2010
323,California Governor - Republican Primary,M4 Strategies (R),"Whitman 49, Poizner 32",Whitman +17,2010-05-18,2010
324,Colorado Senate - Republican Primary,PPP (D),"Norton 31, Buck 26, Wiens 5",Norton +5,2010-05-18,2010
325,Colorado Senate - Democratic Primary,PPP (D),"Bennet 46, Romanoff 31",Bennet +15,2010-05-18,2010
326,Florida Governor - Scott vs. Sink,Rasmussen Reports,"Sink 40, Scott 41",Scott +1,2010-05-18,2010
327,Florida Governor - McCollum vs. Sink,Rasmussen Reports,"McCollum 43, Sink 35",McCollum +8,2010-05-18,2010
328,Kentucky Senate - Republican Primary,Magellan Strategies (R),"Paul 55, Grayson 30",Paul +25,2010-05-18,2010
329,New York Senate - Malpass vs. Gillibrand,Rasmussen Reports,"Gillibrand 46, Malpass 27",Gillibrand +19,2010-05-18,2010
330,Connecticut Senate - Simmons vs. Blumenthal,Rasmussen Reports,"Blumenthal 50, Simmons 39",Blumenthal +11,2010-05-19,2010
331,Connecticut Senate - Schiff vs. Blumenthal,Rasmussen Reports,"Blumenthal 53, Schiff 37",Blumenthal +16,2010-05-19,2010
332,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 48, McMahon 45",Blumenthal +3,2010-05-19,2010
333,Arizona Senate - Republican Primary,Rasmussen Reports,"McCain 52, Hayworth 40",McCain +12,2010-05-19,2010
334,Arizona Senate - McCain vs. Glassman,Rasmussen Reports,"McCain 57, Glassman 28",McCain +29,2010-05-19,2010
335,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 64",Wrong Track +33,2010-05-19,2010
336,Colorado Senate - Norton vs. Bennet,PPP (D),"Norton 41, Bennet 44",Bennet +3,2010-05-19,2010
337,Colorado Senate - Norton vs. Romanoff,PPP (D),"Norton 41, Romanoff 43",Romanoff +2,2010-05-19,2010
338,Colorado Senate - Buck vs. Romanoff,PPP (D),"Buck 38, Romanoff 41",Romanoff +3,2010-05-19,2010
339,Arizona Senate - Hayworth vs. Glassman,Rasmussen Reports,"Hayworth 49, Glassman 33",Hayworth +16,2010-05-19,2010
340,Colorado Senate - Buck vs. Bennet,PPP (D),"Bennet 45, Buck 39",Bennet +6,2010-05-19,2010
341,Arizona Governor - Republican Primary,Rasmussen Reports,"Brewer 45, Mills 18, Martin 18, Munger 3",Brewer +27,2010-05-20,2010
342,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 42, Sestak 46",Sestak +4,2010-05-20,2010
343,Colorado Governor - McInnis vs. Hickenlooper,PPP (D),"McInnis 44, Hickenlooper 44",Tie,2010-05-20,2010
344,Kentucky Senate - Paul vs. Conway,Rasmussen Reports,"Paul 59, Conway 34",Paul +25,2010-05-20,2010
345,Georgia Governor - Republican Primary,Insider Advantage,"Oxendine 23, Handel 14, Deal 15, Johnson 5",Oxendine +8,2010-05-20,2010
346,Arkansas Senate - Democratic Runoff (6/8),R2000/DFA (D),"Halter 48, Lincoln 46",Halter +2,2010-05-20,2010
347,California Senate - Republican Primary,PPIC,"Fiorina 25, Campbell 23, DeVore 16",Fiorina +2,2010-05-20,2010
348,California Senate - Boxer vs. Fiorina,PPIC,"Boxer 48, Fiorina 39",Boxer +9,2010-05-20,2010
349,California Governor - Republican Primary,PPIC,"Whitman 38, Poizner 29",Whitman +9,2010-05-20,2010
350,South Carolina Governor - Republican Primary,Rasmussen Reports,"Haley 30, McMaster 19, Barrett 17, Bauer 12",Haley +11,2010-05-20,2010
351,California Governor - Poizner vs. Brown,PPIC,"Brown 45, Poizner 32",Brown +13,2010-05-20,2010
352,California Senate - Boxer vs. DeVore,PPIC,"Boxer 50, DeVore 39",Boxer +11,2010-05-20,2010
353,California Senate - Boxer vs. Campbell,PPIC,"Boxer 46, Campbell 40",Boxer +6,2010-05-20,2010
354,California Governor - Whitman vs. Brown,PPIC,"Brown 42, Whitman 37",Brown +5,2010-05-20,2010
355,Minnesota Governor - Democratic Primary,Minn. Pub. Radio,"Dayton 38, Kelliher 28, Entenza 6",Dayton +10,2010-05-21,2010
356,Arkansas Senate - Boozman vs. Lincoln,Rasmussen Reports,"Boozman 66, Lincoln 28",Boozman +38,2010-05-21,2010
357,Arkansas Senate - Boozman vs. Halter,Rasmussen Reports,"Boozman 60, Halter 33",Boozman +27,2010-05-21,2010
358,California Governor - Whitman vs. Brown,R2000/Daily Kos (D),"Brown 46, Whitman 42",Brown +4,2010-05-21,2010
359,California Senate - Boxer vs. Fiorina,R2000/Daily Kos (D),"Boxer 48, Fiorina 39",Boxer +9,2010-05-21,2010
360,California Senate - Boxer vs. Campbell,R2000/Daily Kos (D),"Boxer 47, Campbell 40",Boxer +7,2010-05-21,2010
361,Direction of Country,R2000/Daily Kos (D),"Right Direction 41, Wrong Track 55",Wrong Track +14,2010-05-21,2010
362,Pennsylvania Governor - Corbett vs. Onorato,Rasmussen Reports,"Corbett 49, Onorato 36",Corbett +13,2010-05-21,2010
363,Generic Congressional Vote,FOX News,"Republicans 41, Democrats 41",Tie,2010-05-21,2010
364,California Governor - Poizner vs. Brown,R2000/Daily Kos (D),"Brown 47, Poizner 37",Brown +10,2010-05-21,2010
365,California Senate - Republican Primary,R2000/Daily Kos (D),"Fiorina 22, Campbell 37, DeVore 14",Campbell +15,2010-05-21,2010
366,North Dakota At-Large,Rasmussen Reports,"Berg 52, Pomeroy 43",Berg +9,2010-05-21,2010
367,President Obama Job Approval,FOX News,"Approve 45, Disapprove 46",Disapprove +1,2010-05-21,2010
368,Congressional Job Approval,FOX News,"Approve 22, Disapprove 65",Disapprove +43,2010-05-21,2010
369,Arizona Governor - Brewer vs. Goddard,Rasmussen Reports,"Brewer 52, Goddard 39",Brewer +13,2010-05-21,2010
370,South Carolina Governor - Democratic Primary,Rasmussen Reports,"Sheheen 30, Rex 22, Ford 4",Sheheen +8,2010-05-21,2010
371,Minnesota Governor - Emmer vs. Dayton vs. Horner,Minn. Pub. Radio,"Emmer 31, Dayton 35, Horner 9",Dayton +4,2010-05-21,2010
372,Minnesota Governor - Emmer vs. Kelliher vs. Horner,Minn. Pub. Radio,"Emmer 31, Kelliher 29, Horner 10",Emmer +2,2010-05-21,2010
373,Minnesota Governor - Emmer vs. Entenza vs. Horner,Minn. Pub. Radio,"Emmer 32, Entenza 28, Horner 11",Emmer +4,2010-05-21,2010
374,California Senate - Boxer vs. DeVore,R2000/Daily Kos (D),"Boxer 47, DeVore 38",Boxer +9,2010-05-21,2010
375,California Governor - Republican Primary,R2000/Daily Kos (D),"Whitman 46, Poizner 36",Whitman +10,2010-05-21,2010
376,Florida Governor - Republican Primary,St. Petersburg Times,"Scott 22, McCollum 46",McCollum +24,2010-05-22,2010
377,Florida Governor - Republican Primary,St. Petersburg Times,"McCollum 46, Scott 22, Dockery",McCollum +24,2010-05-22,2010
378,Florida Governor - McCollum vs. Sink,St. Petersburg Times,"McCollum 34, Sink 32",McCollum +2,2010-05-22,2010
379,Florida Senate - Democratic Primary,St. Petersburg Times,"Meek 33, Greene 9, Ferre 10",Meek +23,2010-05-23,2010
380,Florida Senate - Rubio vs. Meek vs. Crist,St. Petersburg Times,"Crist 30, Rubio 27, Meek 15",Crist +3,2010-05-23,2010
381,New York Governor - Republican Primary,Siena,"Lazio 29, Levy 14, Paladino 16",Lazio +13,2010-05-24,2010
382,Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 36",Republicans +8,2010-05-24,2010
383,Obama and Democrats' Health Care Plan,Rasmussen Reports*,"For/Favor 32, Against/Oppose 63",Against/Oppose +31,2010-05-24,2010
384,Generic Congressional Vote,Gallup,"Republicans 46, Democrats 47",Democrats +1,2010-05-24,2010
385,New York Governor - Lazio vs. Cuomo,Siena,"Cuomo 66, Lazio 24",Cuomo +42,2010-05-24,2010
386,New York Governor - Levy vs. Cuomo,Siena,"Cuomo 65, Levy 22",Cuomo +43,2010-05-24,2010
387,New York Governor - Republican Primary,Siena,"Lazio 29, Paladino 16",Lazio +13,2010-05-24,2010
388,New York Senate - Blakeman vs. Gillibrand,Siena,"Gillibrand 51, Blakeman 24",Gillibrand +27,2010-05-24,2010
389,New York Senate - DioGuardi vs. Gillibrand,Siena,"Gillibrand 51, DioGuardi 25",Gillibrand +26,2010-05-24,2010
390,New York Senate - Malpass vs. Gillibrand,Siena,"Gillibrand 53, Malpass 22",Gillibrand +31,2010-05-24,2010
391,Georgia Governor - Oxendine vs. Barnes,Rasmussen Reports,"Barnes 39, Oxendine 43",Oxendine +4,2010-05-24,2010
392,Georgia Governor - Deal vs. Barnes,Rasmussen Reports,"Barnes 40, Deal 47",Deal +7,2010-05-24,2010
393,Georgia Governor - Handel vs. Barnes,Rasmussen Reports,"Barnes 39, Handel 42",Handel +3,2010-05-24,2010
394,Alabama Governor - Byrne vs. Davis,R2000/Daily Kos (D),"Byrne 48, Davis 31",Byrne +17,2010-05-24,2010
395,Alabama Governor - Moore vs. Davis,R2000/Daily Kos (D),"Moore 43, Davis 38",Moore +5,2010-05-24,2010
396,Alabama Governor - Byrne vs. Sparks,R2000/Daily Kos (D),"Byrne 45, Sparks 34",Byrne +11,2010-05-24,2010
397,Alabama Governor - Moore vs. Sparks,R2000/Daily Kos (D),"Moore 41, Sparks 40",Moore +1,2010-05-24,2010
398,Alabama Senate - Shelby vs. Barnes,R2000/Daily Kos (D),"Shelby 57, Barnes 33",Shelby +24,2010-05-24,2010
399,North Dakota Senate - Hoeven vs. Potter,Rasmussen Reports,"Hoeven 72, Potter 23",Hoeven +49,2010-05-24,2010
400,Generic Congressional Vote,Rasmussen,"Republicans 44, Democrats 36",Republicans +8,2010-05-24,2010
401,California Governor - Republican Primary,PPP (D),"Whitman 51, Poizner 26",Whitman +25,2010-05-25,2010
402,California Senate - Republican Primary,PPP (D),"Fiorina 41, Campbell 21, DeVore 16",Fiorina +20,2010-05-25,2010
403,California Senate - Republican Primary,SurveyUSA,"Fiorina 46, Campbell 23, DeVore 14",Fiorina +23,2010-05-25,2010
