,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
475,Connecticut Senate - McMahon vs. Blumenthal,R2000/Daily Kos (D),"Blumenthal 52, McMahon 33",Blumenthal +19,2010-05-28,2010
483,Nevada Senate - Angle vs. Reid,LVRJ/Mason-Dixon,"Angle 39, Reid 42",Reid +3,2010-05-28,2010
489,California Senate - Boxer vs. Fiorina,LA Times/USC,"Boxer 44, Fiorina 38",Boxer +6,2010-05-30,2010
490,California Senate - Boxer vs. Campbell,LA Times/USC,"Boxer 38, Campbell 45",Campbell +7,2010-05-30,2010
491,California Senate - Boxer vs. DeVore,LA Times/USC,"Boxer 46, DeVore 36",Boxer +10,2010-05-30,2010
492,California Senate - Republican Primary,LA Times/USC,"Fiorina 38, Campbell 23, DeVore 16",Fiorina +15,2010-05-30,2010
496,Kentucky Senate - Paul vs. Conway,SurveyUSA,"Paul 51, Conway 45",Paul +6,2010-05-31,2010
505,Kentucky Senate - Paul vs. Conway,Rasmussen Reports,"Paul 49, Conway 41",Paul +8,2010-06-02,2010
516,Missouri Senate - Blunt vs. Carnahan,Rasmussen Reports,"Blunt 45, Carnahan 44",Blunt +1,2010-06-03,2010
517,Iowa Senate - Grassley vs. Conlin,Research 2000,"Grassley 50, Conlin 42",Grassley +8,2010-06-03,2010
520,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 56, McMahon 33",Blumenthal +23,2010-06-03,2010
525,Nevada Senate - Republican Primary,Suffolk University,"Angle 33, Tarkanian 26, Lowden 25",Angle +7,2010-06-03,2010
526,Nevada Senate - Republican Primary,R2000/Daily Kos (D),"Angle 34, Tarkanian 24, Lowden 25",Angle +9,2010-06-03,2010
531,Nevada Senate - Lowden vs. Reid,R2000/Daily Kos (D)*,"Lowden 38, Reid 42",Reid +4,2010-06-03,2010
532,Nevada Senate - Tarkanian vs. Reid,R2000/Daily Kos (D)*,"Tarkanian 39, Reid 43",Reid +4,2010-06-03,2010
533,Nevada Senate - Angle vs. Reid,R2000/Daily Kos (D)*,"Angle 37, Reid 43",Reid +6,2010-06-03,2010
542,Arkansas Senate - Democratic Runoff (6/8),R2000/Daily Kos (D),"Lincoln 45, Halter 49",Halter +4,2010-06-04,2010
543,California Senate - Republican Primary,Field,"Fiorina 37, Campbell 22, DeVore 19",Fiorina +15,2010-06-04,2010
545,Indiana Senate - Coats vs. Ellsworth,Rasmussen Reports,"Coats 47, Ellsworth 33",Coats +14,2010-06-04,2010
547,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 45, Sestak 38",Toomey +7,2010-06-04,2010
550,Iowa Senate - Grassley vs. Conlin,PPP (D),"Grassley 57, Conlin 31",Grassley +26,2010-06-04,2010
553,Nevada Senate - Tarkanian vs. Reid,LVRJ/Mason-Dixon,"Tarkanian 46, Reid 39",Tarkanian +7,2010-06-06,2010
557,Nevada Senate - Lowden vs. Reid,LVRJ/Mason-Dixon,"Lowden 41, Reid 42",Reid +1,2010-06-06,2010
558,Nevada Senate - Angle vs. Reid,LVRJ/Mason-Dixon,"Angle 44, Reid 41",Angle +3,2010-06-06,2010
560,Nevada Senate - Republican Primary,LVRJ/Mason-Dixon,"Angle 32, Tarkanian 24, Lowden 23",Angle +8,2010-06-06,2010
562,Ohio Senate - Portman vs. Fisher,Rasmussen Reports,"Fisher 43, Portman 43",Tie,2010-06-07,2010
563,California Senate - Republican Primary,Magellan Strategies (R),"Fiorina 54, Campbell 19, DeVore 16",Fiorina +35,2010-06-07,2010
573,North Carolina Senate - Burr vs. Marshall,PPP (D),"Burr 46, Marshall 39",Burr +7,2010-06-08,2010
574,North Carolina Senate - Burr vs. Cunningham,PPP (D),"Burr 46, Cunningham 35",Burr +11,2010-06-08,2010
575,North Carolina Senate - Burr vs. Marshall,Rasmussen Reports,"Burr 50, Marshall 36",Burr +14,2010-06-08,2010
576,North Carolina Senate - Burr vs. Cunningham,Rasmussen Reports,"Burr 47, Cunningham 35",Burr +12,2010-06-08,2010
579,California Senate - Republican Primary,SurveyUSA,"Fiorina 48, Campbell 22, DeVore 16",Fiorina +26,2010-06-08,2010
581,Alabama Senate - Shelby vs. Barnes,Rasmussen Reports,"Shelby 58, Barnes 31",Shelby +27,2010-06-08,2010
584,Florida Senate - Rubio vs. Meek vs. Crist,Quinnipiac,"Crist 37, Rubio 33, Meek 17",Crist +4,2010-06-09,2010
585,Florida Senate - Rubio vs. Meek vs. Crist,Rasmussen Reports,"Crist 37, Rubio 37, Meek 15",Tie,2010-06-09,2010
586,Florida Senate - Rubio vs. Greene vs. Crist,Quinnipiac,"Crist 40, Rubio 33, Greene 14",Crist +7,2010-06-09,2010
587,Florida Senate - Rubio vs. Greene vs. Crist,Rasmussen Reports,"Crist 41, Rubio 37, Greene 13",Crist +4,2010-06-09,2010
588,Colorado Senate - Buck vs. Bennet,Rasmussen Reports,"Buck 46, Bennet 41",Buck +5,2010-06-09,2010
589,Colorado Senate - Norton vs. Bennet,Rasmussen Reports,"Norton 46, Bennet 40",Norton +6,2010-06-09,2010
591,Colorado Senate - Norton vs. Romanoff,Rasmussen Reports,"Norton 43, Romanoff 42",Norton +1,2010-06-09,2010
593,Illinois Senate - Giannoulias vs. Kirk,Rasmussen Reports,"Kirk 42, Giannoulias 39",Kirk +3,2010-06-09,2010
597,Colorado Senate - Buck vs. Romanoff,Rasmussen Reports,"Buck 45, Romanoff 39",Buck +6,2010-06-09,2010
598,Nevada Senate - Angle vs. Reid,Rasmussen Reports,"Angle 50, Reid 39",Angle +11,2010-06-10,2010
600,Florida Senate - Democratic Primary,Quinnipiac,"Meek 29, Greene 27, Ferre 3",Meek +2,2010-06-10,2010
601,Colorado Senate - Republican Primary,Magellan Strategies (R),"Buck 42, Norton 32",Buck +10,2010-06-10,2010
602,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 55, McMahon 35",Blumenthal +20,2010-06-10,2010
607,California Senate - Boxer vs. Fiorina,Rasmussen Reports,"Boxer 48, Fiorina 43",Boxer +5,2010-06-11,2010
609,Oregon Senate - Huffman vs. Wyden,SurveyUSA,"Wyden 51, Huffman 38",Wyden +13,2010-06-11,2010
612,Washington Senate - Rossi vs. Murray,The Washington Poll,"Murray 42, Rossi 40",Murray +2,2010-06-11,2010
620,New York Senate - Blakeman vs. Gillibrand,Siena,"Gillibrand 48, Blakeman 27",Gillibrand +21,2010-06-14,2010
621,New York Senate - DioGuardi vs. Gillibrand,Siena,"Gillibrand 47, DioGuardi 29",Gillibrand +18,2010-06-14,2010
622,New York Senate - Townsend vs. Schumer,Siena,"Schumer 60, Townsend 26",Schumer +34,2010-06-14,2010
623,New York Senate - Malpass vs. Gillibrand,Siena,"Gillibrand 49, Malpass 24",Gillibrand +25,2010-06-14,2010
631,Illinois Senate - Giannoulias vs. Kirk vs. Jones,PPP (D),"Giannoulias 31, Kirk 30",Giannoulias +1,2010-06-14,2010
632,New York Senate - Berntsen vs. Schumer,Siena,"Schumer 59, Berntsen 27",Schumer +32,2010-06-14,2010
640,South Carolina Senate - DeMint vs. Greene,Rasmussen Reports,"DeMint 58, Greene 21",DeMint +37,2010-06-15,2010
642,Louisiana Senate - Vitter vs. Melancon,Magellan Strategies (R),"Vitter 51, Melancon 31",Vitter +20,2010-06-15,2010
643,Washington Senate - Rossi vs. Murray,Elway Poll,"Murray 47, Rossi 40",Murray +7,2010-06-16,2010
652,Louisiana Senate - Vitter vs. Melancon,PPP (D),"Vitter 46, Melancon 37",Vitter +9,2010-06-16,2010
656,Arkansas Senate - Boozman vs. Lincoln,Rasmussen Reports,"Boozman 61, Lincoln 32",Boozman +29,2010-06-17,2010
658,Iowa Senate - Grassley vs. Conlin,Rasmussen Reports,"Grassley 54, Conlin 37",Grassley +17,2010-06-17,2010
668,New York Senate - Blakeman vs. Gillibrand,Rasmussen Reports,"Gillibrand 50, Blakeman 38",Gillibrand +12,2010-06-18,2010
669,New York Senate - DioGuardi vs. Gillibrand,Rasmussen Reports,"Gillibrand 49, DioGuardi 38",Gillibrand +11,2010-06-18,2010
670,New York Senate - Malpass vs. Gillibrand,Rasmussen Reports,"Gillibrand 49, Malpass 34",Gillibrand +15,2010-06-18,2010
676,New York Senate - Berntsen vs. Schumer,Rasmussen Reports,"Schumer 54, Berntsen 35",Schumer +19,2010-06-18,2010
677,New York Senate - Townsend vs. Schumer,Rasmussen Reports,"Schumer 54, Townsend 33",Schumer +21,2010-06-18,2010
682,Utah Senate - Republican Primary,Deseret News,"Bridgewater 42, Lee 33",Bridgewater +9,2010-06-19,2010
685,Florida Senate - Rubio vs. Meek vs. Crist,FL Chamber of Commerce,"Crist 42, Rubio 31, Meek 14",Crist +11,2010-06-19,2010
686,Colorado Senate - Norton vs. Bennet,Denver Post/SurveyUSA,"Norton 47, Bennet 44",Norton +3,2010-06-20,2010
687,Colorado Senate - Buck vs. Bennet,Denver Post/SurveyUSA,"Buck 46, Bennet 43",Buck +3,2010-06-20,2010
689,Colorado Senate - Republican Primary,Denver Post/SurveyUSA,"Buck 53, Norton 37",Buck +16,2010-06-20,2010
690,Colorado Senate - Democratic Primary,Denver Post/SurveyUSA,"Bennet 53, Romanoff 36",Bennet +17,2010-06-20,2010
691,Colorado Senate - Buck vs. Romanoff,Denver Post/SurveyUSA,"Buck 49, Romanoff 40",Buck +9,2010-06-20,2010
692,Colorado Senate - Norton vs. Romanoff,Denver Post/SurveyUSA,"Norton 45, Romanoff 41",Norton +4,2010-06-20,2010
704,Arizona Senate - Republican Primary,Rasmussen Reports,"McCain 47, Hayworth 36",McCain +11,2010-06-22,2010
707,Wisconsin Senate - Feingold vs. Johnson,Rasmussen Reports,"Feingold 46, Johnson 45",Feingold +1,2010-06-22,2010
708,Pennsylvania Senate - Sestak vs. Toomey,PPP (D),"Toomey 41, Sestak 41",Tie,2010-06-22,2010
712,New York Senate - Malpass vs. Gillibrand,Quinnipiac,"Gillibrand 47, Malpass 25",Gillibrand +22,2010-06-22,2010
713,New York Senate - Blakeman vs. Gillibrand,Quinnipiac,"Gillibrand 46, Blakeman 26",Gillibrand +20,2010-06-22,2010
714,New York Senate - Republican Primary,Quinnipiac,"DioGuardi , Blakeman 14, Malpass 11",Blakeman +3,2010-06-22,2010
715,North Dakota Senate - Hoeven vs. Potter,Rasmussen Reports,"Hoeven 73, Potter 19",Hoeven +54,2010-06-22,2010
718,Wisconsin Senate - Feingold vs. Westlake,Rasmussen Reports,"Feingold 47, Westlake 41",Feingold +6,2010-06-22,2010
735,Oregon Senate - Huffman vs. Wyden,Rasmussen Reports,"Wyden 47, Huffman 37",Wyden +10,2010-06-23,2010
736,Vermont Senate - Britton vs. Leahy,Rasmussen Reports,"Leahy 64, Britton 29",Leahy +35,2010-06-24,2010
739,North Carolina Senate - Burr vs. Marshall,Rasmussen Reports,"Burr 44, Marshall 43",Burr +1,2010-06-24,2010
740,Arizona Senate - Republican Primary,Magellan Strategies (R),"McCain 52, Hayworth 29",McCain +23,2010-06-24,2010
741,Nevada Senate - Angle vs. Reid,Rasmussen Reports,"Reid 41, Angle 48",Angle +7,2010-06-24,2010
742,Washington Senate - Rossi vs. Murray,Rasmussen Reports,"Murray 47, Rossi 47",Tie,2010-06-25,2010
745,Utah Senate - Lee vs. Granato,Rasmussen Reports,"Lee 58, Granato 28",Lee +30,2010-06-25,2010
746,North Carolina Senate - Burr vs. Marshall,SurveyUSA*,"Burr 50, Marshall 40",Burr +10,2010-06-25,2010
757,North Carolina Senate - Burr vs. Marshall,PPP (D)*,"Burr 38, Marshall 33",Burr +5,2010-06-28,2010
759,Kansas Senate - Republican Primary,SurveyUSA,"Moran 53, Tiahrt 33",Moran +20,2010-06-28,2010
762,Kansas Senate - Democratic Primary,SurveyUSA,"Johnston 24, Schollenberger 16, Haley 11, Conroy 11, Wiesner 4",Johnston +8,2010-06-28,2010
763,Hawaii Senate - Roco vs. Inouye,Rasmussen Reports,"Inouye 68, Roco 20",Inouye +48,2010-06-29,2010
765,Louisiana Senate - Vitter vs. Melancon,Rasmussen Reports,"Vitter 53, Melancon 35",Vitter +18,2010-06-29,2010
769,Wisconsin Senate - Feingold vs. Johnson,PPP (D),"Feingold 45, Johnson 43",Feingold +2,2010-06-29,2010
770,Ohio Senate - Portman vs. Fisher,PPP (D),"Portman 38, Fisher 40",Fisher +2,2010-06-30,2010
771,Kentucky Senate - Paul vs. Conway,Rasmussen Reports,"Paul 49, Conway 42",Paul +7,2010-06-30,2010
772,Missouri Senate - Blunt vs. Carnahan,Rasmussen Reports,"Blunt 48, Carnahan 43",Blunt +5,2010-06-30,2010
773,California Senate - Boxer vs. Fiorina,Reuters/Ipsos,"Boxer 45, Fiorina 41",Boxer +4,2010-06-30,2010
775,Ohio Senate - Portman vs. Fisher,Quinnipiac,"Portman 40, Fisher 42",Fisher +2,2010-06-30,2010
784,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 45, Sestak 39",Toomey +6,2010-07-01,2010
792,Ohio Senate - Portman vs. Fisher,Rasmussen Reports,"Portman 43, Fisher 39",Portman +4,2010-07-02,2010
795,Kentucky Senate - Paul vs. Conway,PPP (D),"Paul 43, Conway 43",Tie,2010-07-06,2010
799,Oklahoma Senate - Coburn vs. Myles,Rasmussen Reports,"Coburn 62, Myles 27",Coburn +35,2010-07-06,2010
801,Oklahoma Senate - Coburn vs. Rogers,Rasmussen Reports,"Coburn 65, Rogers 26",Coburn +39,2010-07-06,2010
802,North Carolina Senate - Burr vs. Marshall vs. Beitler,PPP (D),"Burr 38, Marshall 33, Beitler 10",Burr +5,2010-07-06,2010
804,Kansas Senate - Tiahrt vs. Johnston,Rasmussen Reports,"Tiahrt 52, Johnston 32",Tiahrt +20,2010-07-07,2010
805,Kansas Senate - Moran vs. Johnston,Rasmussen Reports,"Moran 59, Johnston 23",Moran +36,2010-07-07,2010
810,North Carolina Senate - Burr vs. Marshall,Rasmussen Reports,"Burr 52, Marshall 37",Burr +15,2010-07-07,2010
812,Florida Senate - Rubio vs. Meek vs. Crist,Rasmussen Reports,"Crist 34, Rubio 36, Meek 15",Rubio +2,2010-07-08,2010
813,California Senate - Boxer vs. Fiorina,Field,"Boxer 47, Fiorina 44",Boxer +3,2010-07-08,2010
814,Illinois Senate - Giannoulias vs. Kirk,Rasmussen Reports,"Kirk 39, Giannoulias 40",Giannoulias +1,2010-07-08,2010
817,Florida Senate - Rubio vs. Greene vs. Crist,Rasmussen Reports,"Crist 33, Rubio 37, Greene 18",Rubio +4,2010-07-08,2010
818,West Virginia Senate Special Election - Capito vs. Manchin,Rasmussen Reports,"Manchin 53, Capito 39",Manchin +14,2010-07-09,2010
819,West Virginia Senate Special Election - Ireland vs. Manchin,Rasmussen Reports,"Manchin 65, Ireland 26",Manchin +39,2010-07-09,2010
833,Indiana Senate - Coats vs. Ellsworth,Rasmussen Reports,"Coats 51, Ellsworth 30",Coats +21,2010-07-12,2010
836,Florida Senate - Rubio vs. Meek vs. Crist,Reuters/Ipsos,"Crist 35, Rubio 28, Meek 17",Crist +7,2010-07-13,2010
837,Florida Senate - Rubio vs. Greene vs. Crist,Reuters/Ipsos,"Crist 34, Rubio 29, Greene 18",Crist +5,2010-07-13,2010
840,Nevada Senate - Angle vs. Reid,Rasmussen Reports,"Reid 43, Angle 46",Angle +3,2010-07-13,2010
842,California Senate - Boxer vs. Fiorina,SurveyUSA,"Boxer 45, Fiorina 47",Fiorina +2,2010-07-13,2010
843,Colorado Senate - Buck vs. Bennet,Rasmussen Reports,"Buck 48, Bennet 39",Buck +9,2010-07-13,2010
845,Colorado Senate - Norton vs. Romanoff,Rasmussen Reports,"Norton 44, Romanoff 42",Norton +2,2010-07-13,2010
846,Maryland Senate - Wargotz vs. Mikulski,Rasmussen Reports,"Mikulski 58, Wargotz 33",Mikulski +25,2010-07-13,2010
847,Colorado Senate - Norton vs. Bennet,Rasmussen Reports,"Norton 47, Bennet 40",Norton +7,2010-07-13,2010
853,Colorado Senate - Buck vs. Romanoff,Rasmussen Reports,"Buck 47, Romanoff 42",Buck +5,2010-07-13,2010
856,Pennsylvania Senate - Sestak vs. Toomey,Quinnipiac,"Toomey 43, Sestak 43",Tie,2010-07-14,2010
857,California Senate - Boxer vs. Fiorina,Rasmussen Reports,"Boxer 49, Fiorina 42",Boxer +7,2010-07-14,2010
858,Missouri Senate - Blunt vs. Carnahan,Rasmussen Reports,"Blunt 47, Carnahan 45",Blunt +2,2010-07-14,2010
859,Arizona Senate - Republican Primary,Behavior Research Center,"McCain 64, Hayworth 19",McCain +45,2010-07-14,2010
862,New Hampshire Senate - Binnie vs. Hodes,Rasmussen Reports,"Binnie 49, Hodes 38",Binnie +11,2010-07-14,2010
863,North Carolina Senate - Burr vs. Marshall,SurveyUSA*,"Burr 46, Marshall 36",Burr +10,2010-07-14,2010
866,New Hampshire Senate - Ayotte vs. Hodes,Rasmussen Reports,"Ayotte 49, Hodes 37",Ayotte +12,2010-07-14,2010
867,Maryland Senate - Wargotz vs. Mikulski,PPP (D),"Mikulski 59, Wargotz 27",Mikulski +32,2010-07-14,2010
868,Maryland Senate - Rutledge vs. Mikulski,PPP (D),"Mikulski 58, Rutledge 30",Mikulski +28,2010-07-14,2010
876,Wisconsin Senate - Feingold vs. Johnson,Rasmussen Reports,"Feingold 46, Johnson 47",Johnson +1,2010-07-15,2010
886,New York Senate - Berntsen vs. Townsend,Siena,"Townsend 24, Berntsen 13",Townsend +11,2010-07-15,2010
887,New York Senate - Townsend vs. Schumer,Siena,"Schumer 63, Townsend 26",Schumer +37,2010-07-15,2010
888,New York Senate - Berntsen vs. Schumer,Siena,"Schumer 63, Berntsen 26",Schumer +37,2010-07-15,2010
890,New York Senate - Malpass vs. Gillibrand,Siena,"Gillibrand 50, Malpass 27",Gillibrand +23,2010-07-15,2010
891,New York Senate - DioGuardi vs. Gillibrand,Siena,"Gillibrand 51, DioGuardi 29",Gillibrand +22,2010-07-15,2010
892,New York Senate - Blakeman vs. Gillibrand,Siena,"Gillibrand 51, Blakeman 28",Gillibrand +23,2010-07-15,2010
895,New York Senate - Republican Primary,Siena,"DioGuardi 24, Blakeman 7, Malpass 5",DioGuardi +17,2010-07-15,2010
896,Washington Senate - Rossi vs. Murray,Rasmussen Reports,"Murray 45, Rossi 48",Rossi +3,2010-07-16,2010
897,Nevada Senate - Angle vs. Reid,Las Vegas Review-Journal,"Reid 44, Angle 37",Reid +7,2010-07-16,2010
899,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 54, McMahon 37",Blumenthal +17,2010-07-16,2010
902,Wisconsin Senate - Feingold vs. Johnson,Univ. of Wisconsin,"Feingold 33, Johnson 28",Feingold +5,2010-07-16,2010
903,Delaware Senate - Castle vs. Coons,Rasmussen Reports,"Castle 47, Coons 36",Castle +11,2010-07-16,2010
912,Arkansas Senate - Boozman vs. Lincoln,Talk Business Poll,"Boozman 57, Lincoln 32",Boozman +25,2010-07-18,2010
916,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 45, Sestak 38",Toomey +7,2010-07-19,2010
923,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 53, McMahon 40",Blumenthal +13,2010-07-20,2010
924,Ohio Senate - Portman vs. Fisher,Rasmussen Reports,"Portman 45, Fisher 39",Portman +6,2010-07-20,2010
925,Nevada Senate - Angle vs. Reid,PPP (D),"Reid 48, Angle 46",Reid +2,2010-07-20,2010
926,Wisconsin Senate - Feingold vs. Johnson,Magellan Strategies (R),"Feingold 45, Johnson 43",Feingold +2,2010-07-20,2010
927,Florida Senate - Rubio vs. Meek vs. Crist,PPP (D),"Rubio 29, Crist 35, Meek 17",Crist +6,2010-07-20,2010
928,Florida Senate - Rubio vs. Greene vs. Crist,PPP (D),"Crist 38, Rubio 29, Greene 13",Crist +9,2010-07-20,2010
930,Connecticut Senate - Simmons vs. Blumenthal,Rasmussen Reports,"Blumenthal 52, Simmons 38",Blumenthal +14,2010-07-20,2010
931,Kansas Senate - Democratic Primary,SurveyUSA,"Johnston 23, Schollenberger 14, Haley 12, Conroy 7, Wiesner 7",Johnston +9,2010-07-20,2010
932,Arkansas Senate - Boozman vs. Lincoln,Magellan Strategies (R),"Boozman 60, Lincoln 29",Boozman +31,2010-07-20,2010
934,Kansas Senate - Republican Primary,SurveyUSA,"Moran 50, Tiahrt 36",Moran +14,2010-07-20,2010
936,Idaho Senate - Crapo vs. Sullivan,Rasmussen Reports,"Crapo 64, Sullivan 27",Crapo +37,2010-07-20,2010
937,Florida Senate - Rubio vs. Meek vs. Crist,PPP (D),"Crist 35, Rubio 29, Meek 17",Crist +6,2010-07-20,2010
938,Arkansas Senate - Boozman vs. Lincoln,Reuters/Ipsos,"Boozman 54, Lincoln 35",Boozman +19,2010-07-20,2010
943,Kentucky Senate - Paul vs. Conway,Rasmussen Reports,"Paul 49, Conway 41",Paul +8,2010-07-21,2010
954,Florida Senate - Rubio vs. Meek vs. Crist,Rasmussen Reports,"Rubio 35, Crist 33, Meek 20",Rubio +2,2010-07-22,2010
956,Florida Senate - Democratic Primary,PPP (D),"Meek 28, Greene 25",Meek +3,2010-07-22,2010
959,Florida Senate - Rubio vs. Greene vs. Crist,Rasmussen Reports,"Crist 36, Rubio 34, Greene 19",Crist +2,2010-07-22,2010
966,Arkansas Senate - Boozman vs. Lincoln,Rasmussen Reports,"Boozman 60, Lincoln 35",Boozman +25,2010-07-23,2010
968,Kentucky Senate - Paul vs. Conway,CN|2/Braun Research,"Paul 41, Conway 38",Paul +3,2010-07-23,2010
971,West Virginia Senate Special Election - Raese vs. Manchin,Rasmussen Reports,"Manchin 51, Raese 35",Manchin +16,2010-07-23,2010
973,Missouri Senate - Blunt vs. Carnahan,Post-Dispatch/Mason-Dixon,"Blunt 48, Carnahan 42",Blunt +6,2010-07-25,2010
975,Arizona Senate - Republican Primary,Rasmussen Reports,"McCain 54, Hayworth 34",McCain +20,2010-07-26,2010
985,North Dakota Senate - Hoeven vs. Potter,Rasmussen Reports,"Hoeven 69, Potter 22",Hoeven +47,2010-07-26,2010
988,North Carolina Senate - Burr vs. Marshall,Civitas (R),"Burr 44, Marshall 37",Burr +7,2010-07-27,2010
989,Colorado Senate - Buck vs. Bennet,Rasmussen Reports,"Buck 48, Bennet 42",Buck +6,2010-07-27,2010
990,Colorado Senate - Norton vs. Bennet,Rasmussen Reports,"Bennet 39, Norton 48",Norton +9,2010-07-27,2010
991,Colorado Senate - Norton vs. Romanoff,Rasmussen Reports,"Norton 44, Romanoff 40",Norton +4,2010-07-27,2010
992,Colorado Senate - Buck vs. Romanoff,Rasmussen Reports,"Buck 48, Romanoff 42",Buck +6,2010-07-27,2010
995,California Senate - Boxer vs. Fiorina,PPP (D),"Boxer 49, Fiorina 40",Boxer +9,2010-07-27,2010
998,New Hampshire Senate - Ayotte vs. Hodes,PPP (D),"Ayotte 45, Hodes 42",Ayotte +3,2010-07-27,2010
1002,Alabama Senate - Shelby vs. Barnes,Rasmussen Reports,"Shelby 59, Barnes 29",Shelby +30,2010-07-27,2010
1004,Nevada Senate - Angle vs. Reid,Rasmussen Reports,"Reid 45, Angle 43",Reid +2,2010-07-28,2010
1006,Illinois Senate - Giannoulias vs. Kirk,Rasmussen Reports,"Giannoulias 43, Kirk 41",Giannoulias +2,2010-07-28,2010
1007,New York Senate - Blakeman vs. Gillibrand,Quinnipiac,"Gillibrand 48, Blakeman 27",Gillibrand +21,2010-07-28,2010
1009,New York Senate - Malpass vs. Gillibrand,Quinnipiac,"Gillibrand 49, Malpass 24",Gillibrand +25,2010-07-28,2010
1012,New Hampshire Senate - Republican Primary,PPP (D),"Ayotte 47, Binnie 14, Lamontagne 8, Bender 6",Ayotte +33,2010-07-28,2010
1016,Wisconsin Senate - Feingold vs. Johnson,Rasmussen Reports,"Feingold 46, Johnson 48",Johnson +2,2010-07-29,2010
1017,California Senate - Boxer vs. Fiorina,PPIC,"Boxer 39, Fiorina 34",Boxer +5,2010-07-29,2010
1019,Missouri Senate - Blunt vs. Carnahan,Rasmussen Reports,"Blunt 49, Carnahan 43",Blunt +6,2010-07-29,2010
1025,Oregon Senate - Huffman vs. Wyden,Rasmussen Reports,"Wyden 51, Huffman 35",Wyden +16,2010-07-29,2010
